175	f66760d27aa3daf45c73efba40fbfee0e82e65
855	3ea71ee580d68b7a84ee8de28f51cdc98d0c7222
429	553f1d765332be427a9b16da18d57ccd039f0391
422	-391da55e1947a7efa8830c9e91d7a9ca5e50bec1
18	-7f434773fc8eb8026cb572dac74b55a6e2650fa9
704	19e06b5a62cf74f0723d3fd05126f6afb87f3dd5
875	-c072a9e4dd0bcfbda9cf17d8f67c480ea6b3ef6
355	-7964e22ce70e9404d680879429077ebeb989e603
289	-12c5f4acb9d9e57146b44f876d82a5eee6c269a4
260	-259c0a541c78757c7e0617740dfd9e1f573475af
216	6f1c94218d28b95bf98770e86e942c9fa7d00fcb
393	-1f4c27fb76ea72fefc8111cbe4fc0ed812cb92d2
208	5ba57eaed1bedc4ea038a555175c817aff022fb6
136	-3ea3f77ccbb3f2afdada49bac00568cd23eba241
87	-508dc7af1385334eab8b8f33416845665175cd2
757	-4c19c9dc6cb02c15cbd795265787a60dc72beef5
982	-3c31a2c68587f49b4ae971a85be13a8f7a5d8231
504	16340b61346a09b199171c50d1366540a1b51d5a
252	-446ee233f8dec6ca5b0442074d8e0485e5d9f29
244	-2f17789f386f92b3d207191fb335846be256b9d3
725	322fe36ca6e8eda5ed12c573b320b7f971a2e0da
139	-453a556e917267c63c1017e95fbe4e6ba2e7eed0
536	4d4d5514e288740d4a100d0487607415d876c53e
868	5ee0bef939619b2124321d32ac9d778d4b2b787
359	134a8601f455f03cf4a28940d7035d2a82f0b91a
495	-5713c648edfa9df3c5326b27bd33f9d403d7db7e
766	-50ebd3ffcbcae51f1bf58e0d5f1fad2d91974787
869	-5e14647b8b8f981d86fcbd58457ffa4de7f1a886
878	5ef518901bbb4852b1cce73c93d2ba83c3b5a59
145	79c15a98a6e6c387418595302de2d550b4c183fe
518	80ba478e571604a0c6afdf4b2415ef09a3839b6
282	452ebe29569ae555f02e2ad1145e6d765543ba8e
796	e04c8971c8d84ecb76cbbeee8d2fb76bcac174b
883	4fc22ea58760874f91f6780f0887e5e4ed278621
204	2778fef69beaab94617361e4474cece9ea846103
951	-7de866249ad5506f65d8a4720a225496858b4664
273	-25963f96009a3ffe9671b01626f407dc9b404b9b
948	1120d17f0b2a5af49a59575aac55c47911450d04
647	-33e1844374989e8e35557321204be718d510808e
443	-60a34f2c98fc68624e37a24b9ec0260502d026e4
320	a822818a62a2c9844457de1fab38b72bc975ce7
997	-4dcb3a033c7189870c2395067b8ff040424e7e10
423	5e5d8cc0b596fe580ad09428d98fcec51268523f
100	-53b1607e36e0b07070307f5f1cf53fc1e26a1dbd
689	669c49a6f73cde131c5c33f48650d9887316c95e
633	-25672951eb0ab2fe8f764121408496ade0f46fa0
577	-4eb4933d74e8d366549201c04c066bbd4d776fc
594	1acb56b451e6bb5d64c6ac69beedcb9192c7723d
436	-5522c413cfe684bf0ca9249cd5e402c07b18dcaa
379	4b19023fd548ff9a1820e08bc979de9a0396b6a
78	-1ad31ce7e1632ad9ad7d1927fb50d99fbc78cfda
367	1e3d4be210ba70281eb9443b150140ad2ea01cfa
821	-7c7f328b9e09bba6c703fd340261b7d0e2b50f08
315	-788e7cbd780907aaef4681e139ba6cd30ab4e3c4
891	d2692a706e84c990d9e48bfeefce450e874df93
879	-1b6eea19a0042d72a303f4e9815c22691a9aaf17
34	315b84f1f5b9342b5af86ac3fa21a3971f035035
529	63496d2c6df97d6057f67ab4e4adcc84fa0e4111
609	18039d31844bb0cb578e09dcc244735027efc981
591	4d2dd95edbe3a61b01c5723ed7be21a2213a7c69
712	e08e5891ed55be6ff22ced3339cd92e94321e92
531	-27b42af4c62bef96ede91994fee41275a42c68ab
76	-6eda349e51f8dde4cc3cd2dfc140012790f9412e
253	-499df4fd8b957ee1747af1cdc991d33e5ce92a3f
239	5923387eee312982cfc4be2931ee166474241abe
555	-7ada2e121338bbd8fbdd4564898b5d3bfd640ecb
58	1327abf3b7688304d6c4b956959414a05f9b3186
188	535bf6401b99a9b746797afc82596d3792d616bf
938	-504645277f64790afae0e1884a40ca4979a29e28
12	3253e6a91c779dcbd04dc9465aa70c6784c47085
783	13ebe9d00a6fe3cbfb5f30b6bd0dd8e03dce079a
402	6c46af280c3a603a89631d49548ba7c42c4903be
237	45ab5430a8c4c5d08181e15b9b08af566637176b
623	-8cc64d40a13eb77dc2c4d3c48464880201f0a31
736	-2a77bc968361ae88733bffa473907d46a1b69eed
371	1ff8ac077fbb6badc06ac0b170c26c45d2e309c1
488	-91ffee4bdd28c4df039907d5861604b6557d4e6
400	-5ee42aeccd23f750ffa0d5f441052b4c6b56beb2
575	85156fa1fa4fedab9a49aa8c4e217d8f5213685
270	-1133940de0dd676231daa8eecdce6eb049a8ce6a
68	408590d022c71510a23b89d39f192414728da281
407	-4de8d68d7b080eea0ed2e9dace44f5b322563054
672	-1fd8d6178a17356a4585a057001e35f449eecacb
734	5901dcc8712102585bacbadbda3e203eead431a4
342	52ac2e71b56620f4635a54547ab6d81b018214f8
